neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Manhattan,Hell's Kitchen,40.75981,-73.99118,Private room,150,5,20,2019-01-04,0.55,1,178
Brooklyn,Canarsie,40.63927,-73.88145,Private room,65,2,13,2019-05-05,0.42,2,270
Brooklyn,Bedford-Stuyvesant,40.68774,-73.95477,Entire home/apt,250,1,29,2019-06-07,0.92,3,347
Brooklyn,Bedford-Stuyvesant,40.68821,-73.93758,Private room,69,5,54,2019-07-02,1.55,1,320
Manhattan,Upper West Side,40.77906,-73.98507,Entire home/apt,110,1,65,2019-06-30,1.8,2,266
Brooklyn,Crown Heights,40.66914,-73.9557,Private room,130,2,20,2019-05-19,0.55,1,89
Brooklyn,Prospect-Lefferts Gardens,40.66047,-73.95445,Entire home/apt,175,6,3,2018-08-28,0.13,1,12
Manhattan,Hell's Kitchen,40.75913,-73.98991,Private room,195,1,41,2019-05-23,1.19,1,170
Queens,Astoria,40.76963,-73.93041,Entire home/apt,115,2,64,2019-07-01,1.77,1,89
Brooklyn,Clinton Hill,40.69561,-73.96269,Private room,79,3,26,2019-05-30,0.75,3,362
Bronx,Highbridge,40.83736,-73.92318,Private room,22,3,14,2017-10-10,0.39,1,42
Brooklyn,Williamsburg,40.71822,-73.94454,Entire home/apt,120,4,53,2019-06-30,1.46,1,15
Queens,Forest Hills,40.73096,-73.84924,Private room,75,2,16,2019-01-01,0.61,1,157
Manhattan,Murray Hill,40.74744,-73.97299,Entire home/apt,219,1,56,2019-06-09,1.58,2,217
Queens,Sunnyside,40.74379,-73.91277,Private room,90,1,1,2016-09-11,0.03,1,173
Manhattan,Upper West Side,40.79301,-73.97544,Entire home/apt,124,2,28,2019-05-20,0.79,2,336
Brooklyn,Flatbush,40.63273,-73.96385,Entire home/apt,200,2,10,2019-07-01,0.91,1,167
Manhattan,East Village,40.72268,-73.98215,Entire home/apt,175,4,2,2018-06-27,0.08,1,16
Brooklyn,Flatlands,40.62297,-73.93849,Private room,57,1,7,2018-05-12,0.2,1,311
Brooklyn,Bedford-Stuyvesant,40.69297,-73.95952,Entire home/apt,115,7,9,2018-08-26,0.4,1,14
Queens,Maspeth,40.73425,-73.89553,Private room,61,2,24,2018-08-21,0.69,1,281
Brooklyn,Bedford-Stuyvesant,40.68583,-73.94112,Entire home/apt,83,1,7,2019-05-20,0.43,1,37
Brooklyn,Prospect-Lefferts Gardens,40.66011,-73.95965,Entire home/apt,150,3,15,2019-06-26,1.46,2,154
Manhattan,Harlem,40.83065,-73.94708,Private room,150,1,1,2016-08-21,0.03,1,87
Manhattan,East Village,40.73395,-73.98899,Private room,109,5,25,2019-06-21,0.72,1,2
Brooklyn,South Slope,40.66432,-73.97954,Private room,59,4,28,2018-12-13,0.8,2,99
Queens,Corona,40.74598,-73.85683,Entire home/apt,85,7,60,2019-06-30,1.65,1,284
Brooklyn,East New York,40.66172,-73.8975,Private room,57,5,22,2019-07-02,0.64,3,60
Brooklyn,Bedford-Stuyvesant,40.68639,-73.93116,Private room,50,2,22,2018-10-14,0.63,1,8
Manhattan,West Village,40.73444,-74.00365,Entire home/apt,150,2,10,2019-06-09,0.29,1,13
Brooklyn,East Flatbush,40.66248,-73.92855,Private room,45,1,39,2019-06-12,1.27,2,365
Brooklyn,Flatbush,40.64943,-73.96202,Private room,49,2,41,2019-06-30,1.15,1,355
Manhattan,Harlem,40.80266,-73.95792,Entire home/apt,122,1,41,2019-06-25,1.13,1,8
Queens,Elmhurst,40.73319,-73.87782,Entire home/apt,150,3,7,2017-01-07,0.2,1,261
Manhattan,Washington Heights,40.85519,-73.92705,Private room,40,3,3,2018-09-01,0.09,1,171
Brooklyn,Crown Heights,40.67011,-73.92544,Private room,100,1,27,2018-10-30,0.75,2,365
Queens,Maspeth,40.73597,-73.90072,Private room,70,1,2,2017-08-31,0.07,3,188
Bronx,Kingsbridge,40.88393,-73.90639,Private room,50,2,14,2019-07-05,0.4,2,26
Brooklyn,Williamsburg,40.70582,-73.93696,Entire home/apt,199,2,68,2019-07-01,1.96,2,20
Brooklyn,Flatbush,40.65258,-73.96013,Private room,75,1,12,2019-06-09,0.56,1,50
Brooklyn,Sheepshead Bay,40.58672,-73.96502,Private room,44,3,32,2019-06-10,1.24,2,42
Manhattan,East Village,40.73038,-73.98458,Private room,170,5,22,2019-06-19,0.61,1,143
Brooklyn,Crown Heights,40.67033,-73.95949,Entire home/apt,140,2,10,2018-08-12,0.28,1,93
Manhattan,East Harlem,40.79474,-73.9383,Entire home/apt,110,3,26,2019-06-23,0.73,1,5
Manhattan,Washington Heights,40.8385,-73.94313,Private room,70,3,15,2017-05-02,0.43,1,95
Queens,Astoria,40.7671,-73.91261,Entire home/apt,150,3,64,2019-07-07,1.84,1,264
Brooklyn,Williamsburg,40.71928,-73.94539,Entire home/apt,280,3,43,2019-05-06,1.24,1,335
Manhattan,Morningside Heights,40.80408,-73.96347,Entire home/apt,120,3,6,2019-05-23,0.17,1,8
Brooklyn,Canarsie,40.63981,-73.90211,Entire home/apt,80,3,15,2019-07-01,0.42,2,365
Brooklyn,Sunset Park,40.66142,-73.99078,Entire home/apt,119,3,63,2019-06-28,1.82,1,18
Manhattan,West Village,40.73598,-74.00736,Entire home/apt,250,3,3,2018-10-08,0.09,1,328
Manhattan,West Village,40.7349,-74.0005,Entire home/apt,265,2,19,2019-04-25,0.55,1,5
Manhattan,Financial District,40.70525,-74.01045,Private room,145,1,9,2018-12-10,0.25,1,90
Queens,Rosedale,40.6599,-73.73221,Entire home/apt,105,2,29,2019-06-04,0.81,3,38
Brooklyn,Carroll Gardens,40.67615,-74.00004,Private room,80,3,47,2019-05-13,1.4,1,308
Brooklyn,Prospect-Lefferts Gardens,40.65554,-73.958,Private room,48,1,68,2019-06-25,2.02,2,14
Brooklyn,South Slope,40.66414,-73.98507,Entire home/apt,179,2,16,2019-05-27,0.45,1,1
Manhattan,Harlem,40.82446,-73.94318,Private room,69,1,64,2019-07-01,1.81,1,322
Manhattan,Chelsea,40.74011,-73.99829,Entire home/apt,250,2,45,2019-06-19,1.9,1,90
Manhattan,West Village,40.73897,-74.0018,Entire home/apt,179,5,32,2019-06-30,0.9,1,41
Manhattan,Chelsea,40.74062,-73.99824,Entire home/apt,155,2,29,2018-11-25,0.83,1,8
Queens,Sunnyside,40.7372,-73.919,Private room,65,5,12,2018-05-11,0.34,1,76
Manhattan,SoHo,40.72461,-74.01136,Entire home/apt,250,2,2,2016-09-11,0.06,1,130
Brooklyn,Sunset Park,40.66285,-73.9908,Entire home/apt,120,2,12,2018-07-08,0.33,2,27
Brooklyn,Bushwick,40.70318,-73.92609,Private room,50,1,64,2019-06-28,1.78,2,302
Brooklyn,Bushwick,40.68798,-73.90677,Private room,80,1,2,2016-11-01,0.06,2,281
Brooklyn,Bushwick,40.69572,-73.9293,Private room,85,2,3,2017-09-28,0.1,1,83
Brooklyn,Greenpoint,40.72488,-73.94085,Entire home/apt,95,1,39,2019-06-23,1.1,2,29
Brooklyn,Bushwick,40.68128,-73.90546,Private room,90,2,26,2018-10-17,0.73,1,84
Bronx,Longwood,40.82148,-73.89122,Private room,60,1,8,2016-12-29,0.22,1,364
Manhattan,Kips Bay,40.74506,-73.97934,Entire home/apt,150,3,10,2019-06-15,0.37,1,8
Manhattan,East Village,40.72872,-73.98267,Entire home/apt,295,7,12,2019-05-25,0.78,2,128
Brooklyn,Crown Heights,40.67564,-73.94798,Private room,67,3,29,2019-03-19,0.84,2,365
Manhattan,East Village,40.72564,-73.98772,Entire home/apt,142,3,15,2019-05-28,0.71,1,118
Brooklyn,East Flatbush,40.6628,-73.93397,Private room,65,2,24,2019-06-17,0.71,3,290
Manhattan,East Village,40.73058,-73.99002,Private room,85,2,10,2017-06-30,0.28,1,306
Manhattan,Upper East Side,40.7638,-73.95547,Entire home/apt,175,2,3,2017-09-02,0.08,1,310
Brooklyn,Greenpoint,40.73101,-73.9405,Entire home/apt,160,3,57,2019-06-11,1.63,1,314
Manhattan,Inwood,40.86531,-73.92725,Private room,50,1,39,2019-05-29,1.11,1,1
Brooklyn,Williamsburg,40.70925,-73.95255,Entire home/apt,153,3,17,2019-06-28,0.48,1,31
Manhattan,East Harlem,40.80326,-73.935,Entire home/apt,215,1,49,2019-06-19,1.42,1,316
Brooklyn,Bedford-Stuyvesant,40.6866,-73.94583,Entire home/apt,131,2,27,2019-06-24,0.76,2,96
Manhattan,Hell's Kitchen,40.76439,-73.98943,Private room,120,3,53,2019-06-30,1.53,2,197
Brooklyn,Williamsburg,40.70698,-73.96193,Entire home/apt,180,4,43,2019-07-08,1.22,1,82
Brooklyn,Bedford-Stuyvesant,40.68569,-73.92549,Entire home/apt,140,5,17,2019-04-27,0.49,1,330
Brooklyn,Bedford-Stuyvesant,40.69484,-73.94616,Private room,89,2,1,2017-09-05,0.04,1,365
Manhattan,Upper West Side,40.78004,-73.98314,Entire home/apt,210,2,11,2018-10-07,0.32,1,242
Brooklyn,Clinton Hill,40.69488,-73.96618,Entire home/apt,150,4,69,2019-06-12,1.93,1,114
Manhattan,Harlem,40.82418,-73.94893,Private room,65,1,45,2019-07-01,1.3,2,34
Brooklyn,Flatbush,40.65345,-73.9566,Private room,91,1,1,2016-10-04,0.03,2,250
Queens,Ditmars Steinway,40.7708,-73.90036,Private room,70,3,23,2019-01-02,0.66,1,365
Manhattan,West Village,40.73624,-74.00311,Entire home/apt,290,3,59,2019-07-01,1.67,1,256
Manhattan,East Harlem,40.79014,-73.94035,Private room,70,1,60,2019-06-11,1.74,1,66
Manhattan,Washington Heights,40.85867,-73.92844,Entire home/apt,150,2,42,2019-06-18,1.61,1,83
Manhattan,Harlem,40.82265,-73.94501,Private room,95,2,44,2019-06-24,1.27,1,90
Queens,Flushing,40.75539,-73.83172,Private room,75,2,57,2019-05-14,1.64,1,335
Brooklyn,Bedford-Stuyvesant,40.6853,-73.95758,Shared room,45,2,10,2017-10-27,0.29,3,311
Manhattan,East Village,40.72835,-73.98503,Entire home/apt,199,5,22,2019-05-29,0.62,1,68
Brooklyn,Williamsburg,40.7133,-73.94838,Private room,92,4,18,2019-06-03,0.52,1,341
Manhattan,Midtown,40.75095,-73.97115,Entire home/apt,110,4,36,2019-06-01,1.05,1,40
Bronx,Highbridge,40.84277,-73.92588,Entire home/apt,76,7,40,2019-05-27,1.15,1,34
Queens,St. Albans,40.69364,-73.78025,Entire home/apt,100,2,46,2019-06-30,1.34,2,361
Queens,Jamaica,40.70796,-73.80117,Entire home/apt,115,2,32,2018-09-22,0.91,1,265
Brooklyn,Bedford-Stuyvesant,40.68277,-73.92284,Private room,47,2,39,2019-06-27,1.12,2,51
Brooklyn,Williamsburg,40.71677,-73.94124,Entire home/apt,200,4,9,2019-06-29,0.26,1,9
Brooklyn,Williamsburg,40.71498,-73.94207,Private room,75,7,12,2019-04-29,0.35,2,359
Brooklyn,Flatbush,40.64562,-73.96446,Private room,39,3,13,2019-07-05,0.38,1,186
Manhattan,Financial District,40.70851,-74.00563,Entire home/apt,300,6,3,2018-12-30,0.1,1,358
Queens,Rosedale,40.65045,-73.74596,Entire home/apt,150,2,3,2018-07-27,0.08,3,364
Brooklyn,Williamsburg,40.70383,-73.94295,Private room,53,2,40,2019-05-11,1.15,1,1
Manhattan,Midtown,40.75259,-73.96797,Entire home/apt,150,2,13,2019-05-11,0.36,1,69
Manhattan,Kips Bay,40.74164,-73.98275,Private room,175,2,41,2019-06-02,1.18,1,242
Queens,Ridgewood,40.70717,-73.89395,Private room,79,3,13,2018-05-18,0.39,1,64
Brooklyn,Prospect-Lefferts Gardens,40.66291,-73.96257,Private room,53,1,42,2019-05-26,1.19,3,337
Brooklyn,East New York,40.67324,-73.88292,Private room,60,2,38,2019-07-05,1.07,2,357
Queens,Astoria,40.7581,-73.91975,Entire home/apt,120,2,13,2018-06-25,0.37,1,115
Brooklyn,Williamsburg,40.71123,-73.96148,Private room,95,3,61,2019-05-31,1.73,2,56
Brooklyn,East Flatbush,40.65825,-73.92191,Private room,50,2,41,2018-03-18,1.15,1,250
Manhattan,Washington Heights,40.83406,-73.94731,Entire home/apt,100,5,13,2019-06-15,1.04,1,1
Manhattan,West Village,40.72921,-74.00345,Entire home/apt,240,5,52,2019-06-23,1.54,1,271
Brooklyn,Bedford-Stuyvesant,40.68489,-73.95203,Private room,55,6,7,2019-01-07,0.54,1,179
Manhattan,Upper East Side,40.76347,-73.96514,Entire home/apt,185,4,10,2019-05-15,0.28,1,329
Brooklyn,Crown Heights,40.67385,-73.96126,Shared room,50,1,55,2019-06-30,1.54,3,60
Manhattan,Greenwich Village,40.72915,-74.00106,Private room,115,5,65,2019-06-10,1.84,1,157
Manhattan,Upper East Side,40.78025,-73.95183,Entire home/apt,239,3,17,2019-05-30,0.49,2,212
Manhattan,Kips Bay,40.74042,-73.98139,Entire home/apt,295,2,42,2019-05-19,1.29,1,81
Bronx,Throgs Neck,40.81587,-73.81532,Entire home/apt,175,2,28,2019-05-28,0.92,1,36
Brooklyn,Greenpoint,40.7294,-73.94977,Private room,56,7,69,2018-05-06,1.96,2,163
Manhattan,SoHo,40.7277,-74.00375,Private room,80,2,8,2019-06-01,0.23,3,275
Bronx,Port Morris,40.80779,-73.93095,Entire home/apt,110,3,7,2019-06-09,0.2,1,42
Brooklyn,Bushwick,40.68876,-73.90578,Private room,75,1,24,2018-10-29,0.69,2,250
Queens,Sunnyside,40.74611,-73.91295,Private room,60,2,15,2018-08-27,0.42,1,27
Brooklyn,Williamsburg,40.70805,-73.95442,Private room,200,4,9,2018-12-08,0.25,1,89
Brooklyn,Bedford-Stuyvesant,40.69329,-73.94055,Entire home/apt,75,2,12,2018-12-02,0.35,1,41
Brooklyn,Bedford-Stuyvesant,40.68796,-73.91991,Private room,45,2,24,2019-06-09,0.68,1,5
Brooklyn,Prospect Heights,40.67679,-73.96661,Entire home/apt,120,3,36,2019-01-14,1.06,1,89
Brooklyn,Williamsburg,40.70468,-73.93681,Private room,51,6,5,2018-10-02,0.22,2,358
Manhattan,Gramercy,40.73421,-73.98834,Private room,85,2,47,2019-06-04,1.32,1,18
Brooklyn,Prospect-Lefferts Gardens,40.66216,-73.94299,Private room,125,1,1,2016-09-17,0.03,1,87
Brooklyn,Williamsburg,40.7103,-73.96833,Private room,79,1,39,2019-06-13,1.11,2,152
Brooklyn,Bedford-Stuyvesant,40.69981,-73.94111,Private room,29,1,63,2019-06-05,1.78,2,18
Manhattan,West Village,40.7334,-74.00546,Entire home/apt,229,2,3,2016-12-13,0.09,1,67
Brooklyn,Williamsburg,40.72207,-73.95697,Entire home/apt,150,4,10,2018-09-26,0.29,1,6
Brooklyn,Bushwick,40.69641,-73.9252,Private room,149,3,19,2019-01-01,0.56,1,363
Brooklyn,Bedford-Stuyvesant,40.67984,-73.91151,Private room,80,1,15,2017-01-24,0.42,1,189
Queens,Flushing,40.74891,-73.82039,Private room,80,1,15,2019-05-01,0.43,1,288
Brooklyn,Williamsburg,40.71729,-73.94927,Entire home/apt,180,4,64,2019-06-06,2.0,3,57
Brooklyn,Flatlands,40.62646,-73.94554,Private room,92,1,2,2017-04-07,0.06,1,364
Manhattan,Upper East Side,40.7708,-73.95416,Private room,125,1,24,2018-03-23,0.7,1,188
Manhattan,Hell's Kitchen,40.75987,-73.99008,Entire home/apt,198,3,15,2019-05-27,0.43,1,4
Manhattan,Hell's Kitchen,40.76549,-73.98582,Entire home/apt,180,2,2,2016-09-19,0.06,1,2
Brooklyn,Bushwick,40.7023,-73.92935,Private room,99,2,26,2019-06-23,0.76,1,155
Staten Island,Howland Hook,40.63014,-74.17459,Entire home/apt,100,4,20,2018-09-24,0.57,1,363
Queens,Forest Hills,40.73269,-73.85284,Entire home/apt,165,2,37,2019-06-21,1.08,1,86
Brooklyn,Crown Heights,40.66737,-73.93661,Private room,85,3,55,2019-07-06,1.56,3,49
Brooklyn,Bensonhurst,40.60909,-73.9769,Private room,65,2,14,2018-10-08,0.44,2,82
Brooklyn,Crown Heights,40.67508,-73.9271,Entire home/apt,125,2,70,2019-06-15,2.01,1,71
Manhattan,Chelsea,40.7437,-73.99896,Entire home/apt,249,7,70,2019-07-02,2.03,1,266
Queens,Long Island City,40.76266,-73.92773,Entire home/apt,105,2,51,2019-06-23,1.48,1,208
Queens,Briarwood,40.71515,-73.8158,Private room,55,2,1,2016-09-18,0.03,1,56
Brooklyn,Canarsie,40.64562,-73.90961,Private room,75,1,10,2019-06-23,0.29,1,162
Brooklyn,Prospect Heights,40.67325,-73.96348,Private room,100,3,1,2017-10-08,0.05,1,179
Brooklyn,Greenpoint,40.73433,-73.95401,Entire home/apt,155,4,31,2019-01-04,0.91,1,24
Queens,St. Albans,40.69654,-73.74893,Private room,65,2,52,2019-07-02,1.93,1,78
Brooklyn,Crown Heights,40.6707,-73.94793,Entire home/apt,135,3,39,2018-08-16,1.12,1,311
Manhattan,East Harlem,40.80758,-73.93702,Entire home/apt,140,1,34,2019-07-01,0.98,1,170
Queens,Long Island City,40.75542,-73.93294,Entire home/apt,74,5,7,2017-05-21,0.2,1,90
Manhattan,East Village,40.72652,-73.97938,Entire home/apt,162,5,22,2019-07-02,0.64,1,156
Brooklyn,Bedford-Stuyvesant,40.6909,-73.95333,Entire home/apt,185,5,53,2019-06-30,1.53,1,269
Manhattan,Washington Heights,40.83885,-73.94161,Entire home/apt,160,3,12,2018-12-31,0.36,3,5
Brooklyn,Prospect-Lefferts Gardens,40.65988,-73.9612,Entire home/apt,59,1,9,2017-10-14,0.27,1,288
Manhattan,Lower East Side,40.71947,-73.98581,Entire home/apt,200,2,22,2019-01-05,0.64,1,4
Brooklyn,Williamsburg,40.70728,-73.94413,Entire home/apt,100,7,26,2019-05-19,0.75,1,1
Brooklyn,Bedford-Stuyvesant,40.69168,-73.9406,Private room,45,3,5,2019-02-08,0.15,1,220
Brooklyn,Bedford-Stuyvesant,40.68438,-73.95188,Entire home/apt,125,3,38,2018-12-18,1.1,2,197
Brooklyn,Flatbush,40.64528,-73.9612,Private room,95,6,2,2019-01-02,0.06,1,249
Manhattan,Upper East Side,40.77715,-73.94802,Private room,175,4,7,2019-05-23,0.21,1,365
Brooklyn,Williamsburg,40.70512,-73.9348,Entire home/apt,149,2,28,2019-06-03,0.83,2,2
Brooklyn,Bushwick,40.69834,-73.92755,Entire home/apt,125,1,19,2019-06-29,0.55,1,281
Manhattan,Lower East Side,40.71906,-73.98836,Entire home/apt,190,3,9,2019-01-02,0.28,1,188
Manhattan,Harlem,40.80933,-73.945,Entire home/apt,174,5,6,2018-09-21,0.28,1,8
Manhattan,Hell's Kitchen,40.76104,-73.98831,Private room,250,2,66,2018-12-10,1.94,1,89
Bronx,Kingsbridge,40.88444,-73.90583,Private room,80,2,2,2017-01-01,0.06,2,220
Brooklyn,Bedford-Stuyvesant,40.68355,-73.95702,Entire home/apt,200,5,21,2019-05-23,0.6,2,364
Brooklyn,Sunset Park,40.65044,-74.00986,Entire home/apt,95,3,13,2019-05-06,0.38,1,11
Staten Island,Tottenville,40.51133,-74.23803,Entire home/apt,275,4,29,2019-06-03,0.83,2,313
Manhattan,Harlem,40.80742,-73.95205,Entire home/apt,289,3,5,2019-03-28,0.53,1,365
Brooklyn,Bushwick,40.69485,-73.92948,Private room,81,1,10,2017-09-18,0.29,1,35
Manhattan,Chelsea,40.74725,-73.99515,Entire home/apt,250,2,3,2018-12-30,0.13,1,358
Manhattan,Upper West Side,40.7991,-73.96963,Private room,99,5,42,2019-05-17,1.21,2,29
Manhattan,Upper West Side,40.80065,-73.96944,Entire home/apt,225,5,18,2019-04-24,0.58,2,96
Manhattan,Hell's Kitchen,40.75912,-73.98985,Private room,106,1,63,2019-05-12,1.84,2,19
Brooklyn,Bedford-Stuyvesant,40.68465,-73.95644,Private room,55,5,37,2019-06-30,1.16,2,72
Brooklyn,Clinton Hill,40.68605,-73.96116,Entire home/apt,220,3,12,2019-06-23,0.39,1,19
Staten Island,South Beach,40.59116,-74.08174,Entire home/apt,275,4,24,2019-07-06,0.7,1,127
Manhattan,Hell's Kitchen,40.76943,-73.9872,Private room,125,1,37,2019-06-06,1.06,1,310
Brooklyn,Bedford-Stuyvesant,40.68511,-73.95452,Private room,90,3,5,2018-08-27,0.15,1,83
Manhattan,Kips Bay,40.74496,-73.97867,Private room,100,2,11,2019-06-23,2.02,1,20
Queens,Astoria,40.76792,-73.91191,Private room,40,4,23,2019-04-23,0.73,1,30
Manhattan,Chelsea,40.74945,-73.99742,Entire home/apt,175,7,26,2019-06-18,0.8,1,188
Manhattan,East Harlem,40.79281,-73.93955,Private room,40,1,19,2019-05-17,0.9,1,18
Manhattan,Greenwich Village,40.72936,-73.99911,Entire home/apt,195,4,17,2018-10-21,0.49,1,188
Brooklyn,Crown Heights,40.67228,-73.92707,Entire home/apt,250,4,61,2019-07-02,1.89,1,324
Brooklyn,Kensington,40.64007,-73.97067,Private room,45,7,5,2018-08-19,0.14,1,343
Brooklyn,Gowanus,40.6702,-73.9896,Entire home/apt,299,2,35,2019-06-09,1.02,1,261
Manhattan,Harlem,40.82736,-73.95113,Private room,100,1,1,2018-10-07,0.11,1,363
Manhattan,East Harlem,40.79505,-73.94204,Private room,99,1,14,2017-06-17,0.41,1,50
Brooklyn,Williamsburg,40.71336,-73.96172,Entire home/apt,172,2,20,2019-06-27,0.58,1,7
Manhattan,Harlem,40.82663,-73.94624,Private room,60,1,55,2019-06-22,1.59,1,57
Queens,Sunnyside,40.74615,-73.91704,Private room,98,2,1,2016-08-28,0.03,1,88
Manhattan,Upper East Side,40.78517,-73.95678,Entire home/apt,225,5,16,2019-06-14,0.47,1,364
Manhattan,Hell's Kitchen,40.75483,-73.99468,Entire home/apt,160,3,21,2019-06-24,0.6,1,3
Manhattan,Hell's Kitchen,40.76388,-73.98874,Private room,110,1,40,2019-05-17,1.16,3,345
Manhattan,Harlem,40.82626,-73.93831,Private room,175,3,37,2019-06-19,1.06,1,19
Queens,Springfield Gardens,40.66383,-73.764,Private room,44,2,36,2019-06-19,1.03,3,357
Brooklyn,Clinton Hill,40.684,-73.96368,Private room,130,1,3,2019-06-08,0.45,1,299
Manhattan,West Village,40.73316,-74.00782,Entire home/apt,300,4,24,2019-06-20,0.7,1,61
Manhattan,Harlem,40.82722,-73.9431,Private room,100,4,42,2019-06-29,1.37,1,62
Queens,Flushing,40.75577,-73.83263,Private room,60,2,42,2019-05-19,1.23,1,355
Brooklyn,Sunset Park,40.64737,-74.01357,Private room,47,2,60,2019-06-24,1.71,1,4
Queens,Flushing,40.7445,-73.83172,Private room,50,1,31,2019-06-16,0.91,3,79
Manhattan,Financial District,40.70483,-74.01545,Entire home/apt,180,4,17,2019-06-08,0.67,1,203
Brooklyn,Bushwick,40.69174,-73.91141,Private room,99,3,3,2018-07-25,0.16,2,332
Brooklyn,Bedford-Stuyvesant,40.69173,-73.95885,Entire home/apt,163,2,33,2019-06-09,1.08,1,255
Brooklyn,Park Slope,40.66894,-73.98516,Entire home/apt,141,4,33,2018-11-19,0.96,1,159
Brooklyn,Sheepshead Bay,40.58615,-73.94784,Private room,59,1,13,2018-07-30,0.38,1,332
Brooklyn,Prospect-Lefferts Gardens,40.65549,-73.96183,Entire home/apt,189,3,1,2016-10-07,0.03,1,83
Brooklyn,Bedford-Stuyvesant,40.68179,-73.95252,Private room,48,3,67,2019-06-22,1.95,1,70
Manhattan,Midtown,40.75797,-73.97004,Entire home/apt,150,7,29,2019-06-22,0.86,1,31
Queens,Richmond Hill,40.69621,-73.84532,Private room,67,2,8,2018-12-23,0.23,2,337
Brooklyn,Williamsburg,40.71906,-73.95726,Private room,78,1,35,2019-06-23,1.01,1,247
Brooklyn,Bedford-Stuyvesant,40.68112,-73.9302,Entire home/apt,120,3,59,2019-06-22,1.73,1,57
Brooklyn,Bedford-Stuyvesant,40.68253,-73.9501,Entire home/apt,99,1,31,2018-09-20,0.89,1,345
Manhattan,Hell's Kitchen,40.76144,-73.98849,Private room,100,2,16,2019-05-16,0.47,1,6
Brooklyn,Bedford-Stuyvesant,40.68683,-73.95004,Private room,50,1,25,2019-06-29,2.08,1,28
Brooklyn,Crown Heights,40.67181,-73.925,Private room,100,1,16,2019-01-01,0.46,2,365
Manhattan,Harlem,40.8222,-73.94323,Entire home/apt,199,2,15,2019-07-07,0.58,1,54
Brooklyn,Williamsburg,40.716,-73.955,Private room,52,5,57,2019-06-25,1.65,3,104
Manhattan,Midtown,40.75586,-73.96185,Entire home/apt,200,6,23,2019-07-01,2.23,1,89
Manhattan,Hell's Kitchen,40.76688,-73.99402,Entire home/apt,200,3,31,2019-07-03,0.94,1,51
Manhattan,East Harlem,40.81344,-73.93454,Private room,100,2,7,2017-09-04,0.21,1,32
Brooklyn,Williamsburg,40.7121,-73.9623,Private room,120,3,2,2019-05-12,0.23,1,149
Brooklyn,Crown Heights,40.6758,-73.96251,Entire home/apt,95,3,10,2019-05-19,0.3,1,188
Brooklyn,Bushwick,40.70468,-73.92568,Private room,75,5,4,2017-09-26,0.12,1,88
Brooklyn,Crown Heights,40.67532,-73.93986,Private room,59,1,7,2019-06-21,0.2,2,189
Manhattan,Upper West Side,40.76938,-73.98689,Entire home/apt,160,3,4,2018-07-29,0.28,1,2
Queens,Richmond Hill,40.69416,-73.84698,Private room,47,2,25,2019-06-10,1.13,2,152
Queens,Astoria,40.77013,-73.92092,Private room,60,2,2,2019-06-10,1.22,2,34
Queens,Corona,40.74864,-73.85436,Shared room,27,2,16,2019-06-07,0.48,2,365
Queens,Ridgewood,40.7058,-73.91041,Private room,42,3,6,2019-06-13,0.18,2,52
Manhattan,Chinatown,40.71775,-73.99509,Entire home/apt,199,3,19,2019-06-22,0.56,2,11
Manhattan,Morningside Heights,40.80576,-73.95832,Private room,85,3,49,2019-06-14,1.46,1,2
Manhattan,SoHo,40.72198,-74.00296,Private room,129,2,26,2019-05-22,0.76,2,89
Brooklyn,Williamsburg,40.70812,-73.94003,Private room,113,3,27,2019-06-19,0.78,1,37
Brooklyn,Park Slope,40.67171,-73.97607,Entire home/apt,175,3,29,2019-05-06,0.85,1,282
Manhattan,Midtown,40.75015,-73.97082,Private room,200,5,41,2019-07-01,1.2,1,333
Queens,Sunnyside,40.73825,-73.92919,Private room,76,3,9,2019-06-16,0.97,1,112
Queens,Sunnyside,40.74473,-73.91334,Entire home/apt,150,2,51,2019-06-09,1.48,1,329
Manhattan,East Village,40.73001,-73.98464,Entire home/apt,195,2,48,2019-06-05,1.41,1,344
Manhattan,Harlem,40.81172,-73.94456,Private room,71,5,6,2017-09-20,0.18,2,305
Brooklyn,Bedford-Stuyvesant,40.68327,-73.92598,Entire home/apt,136,2,7,2019-06-26,2.84,1,255
Brooklyn,Park Slope,40.67915,-73.98157,Entire home/apt,200,1,4,2018-08-20,0.15,1,20
Brooklyn,Boerum Hill,40.68475,-73.97986,Entire home/apt,239,2,10,2019-04-28,0.29,1,11
Manhattan,Chinatown,40.71534,-73.99918,Entire home/apt,150,1,23,2019-07-01,1.42,1,14
Manhattan,East Village,40.72891,-73.98868,Entire home/apt,300,2,22,2019-05-26,0.64,1,8
Manhattan,Harlem,40.80697,-73.945,Entire home/apt,200,3,25,2019-06-21,0.73,1,89
Queens,Ridgewood,40.70925,-73.91124,Private room,50,5,2,2016-09-21,0.06,1,280
Manhattan,Midtown,40.75735,-73.96438,Entire home/apt,198,2,22,2019-06-30,0.64,1,8
Queens,Rockaway Beach,40.58664,-73.81295,Entire home/apt,200,3,24,2019-06-08,0.71,1,131
Brooklyn,East New York,40.67257,-73.89082,Private room,55,5,27,2019-06-08,0.81,2,42
Staten Island,South Beach,40.59385,-74.08825,Private room,80,1,38,2019-05-05,1.1,1,308
